fech_obs,temperatura,humdad,presion,descripcion_tiemp
04:14 PM,21,38,1015,Sunny
04:14 PM,21,38,1015,Sunny
04:20 PM,20,40,1015,Sunny
04:25 PM,20,40,1015,Sunny
04:25 PM,20,40,1015,Sunny
